Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
84381,-0.484028389,0.053227028,2.067612145,-2.038961387,-0.019411715,0.411152104,0.115560926,0.257049691,1.26030854,-1.408610418,1.467135627,1.077237234,-0.636174734,-0.1688925,0.429637052,-0.749465413,-0.196386179,-0.112772294,-0.453547866,-0.164206107,0.163117724,0.838463146,-0.137395046,-0.283504284,-0.473648753,-0.895448701,0.074864381,-0.074883456,1
84381,-1.168972042,0.863942753,1.08104992,-1.095921798,-0.639110805,-0.930965848,0.892913162,0.325943197,-0.541408576,-1.0971234,0.188801218,0.685212648,0.498522816,0.36058919,0.413349462,0.075970767,0.02101787,-1.205273542,-1.147220196,0.143904759,-8.90E-05,-0.224941991,0.356868523,0.633937645,-0.374908976,0.649376303,0.102725744,0.122028349,116.32
84381,1.11687675,-0.466112694,0.886592828,-0.943755441,-0.742343774,0.45181458,-0.80355849,0.368568922,1.490294165,-1.012083933,1.783606836,1.826461108,0.251940087,0.021941084,1.032217868,-0.856480268,0.143396719,-0.274212234,0.118637772,-0.151986213,0.100259377,0.59266201,0.007188017,-0.251482347,0.336692485,-0.646133626,0.125751245,0.019226816,1
84381,1.036502609,0.284911785,1.742557974,2.781811573,-0.78609041,0.335558659,-0.545570701,0.207150458,-0.088302729,0.41585847,-0.078417363,0.98394586,0.971321414,-0.560910783,-0.204941993,0.124172406,-0.002338074,-0.951022542,-1.410054952,-0.136303431,-0.008804347,0.202112619,0.123777532,0.62412093,0.187122591,-0.050337406,0.06610181,0.04071162,5
84381,-0.962226674,1.260165589,0.239114384,0.750525569,-1.412022383,0.655398152,1.882536369,0.035964926,-1.143509689,-0.322494282,0.933652289,0.921597563,0.921342423,0.561700767,0.279237203,0.179738911,-0.51065075,0.654421897,0.819301609,-0.232906353,0.181969529,0.637731108,-0.076539402,0.063102494,-0.185952691,-0.346645479,-0.008349117,-0.024787362,339.5
84381,1.104055105,-0.038149454,1.4061815,1.270188918,-0.994373218,0.006238527,-0.641436067,0.206030636,0.569398559,-0.040591365,1.147263799,1.411872702,0.23693999,-0.216237873,-0.574106698,0.198359137,-0.442715009,0.324648162,-7.71E-06,-0.118197805,0.003922584,0.206786793,0.007924268,0.542038743,0.369837574,-0.439372233,0.071967747,0.030041117,4.99
84382,0.972302718,-0.21634323,0.517415632,0.723829695,0.054921327,1.143343624,-0.329829345,0.44732574,0.451181179,-0.391559716,0.553577095,0.851159848,-0.363776974,0.116068668,0.879983147,-1.631055585,1.366663351,-2.734560973,-1.462201883,-0.22723421,-0.077641253,0.040376422,0.160600912,-0.595749228,0.079683658,0.375055064,0.043298373,0.005596925,32.7
84382,-3.508968784,-3.661103423,2.509611469,-1.09514013,3.341685432,-1.937242986,-2.612626685,0.828229802,1.214853298,-1.441050916,1.414450791,1.443365586,-0.418408737,0.168175424,0.650361569,-0.760518265,0.028395824,0.005508312,-0.35972959,0.806741225,0.454414573,0.349278317,0.414884408,-0.293791374,0.489485246,-0.731029296,0.001694456,0.135077666,1
84382,-0.874439447,0.317288469,2.461643058,-2.165701298,-0.082362113,0.518130983,0.209065892,0.327615264,1.180089249,-1.375484683,1.553519002,1.050883889,-0.597480768,-0.237211571,0.549073761,-0.759159746,-0.146836178,-0.137665148,-0.419643342,0.020480221,0.041185024,0.581770962,-0.350661188,-0.282983536,0.359059442,-0.742837621,0.218226021,-0.102639837,1
84383,-0.69361728,0.454871474,1.218770162,-0.362513725,0.397895008,0.450665165,0.380333681,0.289848448,0.022081154,-0.441624616,1.205547546,0.949802144,-0.569268164,0.008947255,-1.051205903,-0.471642751,0.046841877,-1.03091938,-0.861433693,-0.300655063,-0.004092155,0.04058787,0.048767511,-0.281384046,-0.411673226,0.068751053,-0.245144575,0.066445514,21.15
84383,-0.580974937,0.290143205,1.727874239,-1.795073279,-0.494138615,0.90597275,-1.681353337,-2.168781599,0.845663751,-2.15153508,1.581764447,1.85854155,-0.288932278,0.450723129,0.531109899,-0.411041054,0.040649959,-0.297609408,-0.804760324,0.458684885,-1.20557093,0.680482603,-0.461280044,-0.261119169,1.244923311,-0.64346362,0.107893992,0.171920904,1
84383,1.25675928,0.269905219,0.27970511,0.703358523,-0.474616897,-1.098625875,0.005460026,-0.135931995,0.212662917,-0.247564795,-0.273351737,-0.398149705,-0.960320664,-0.051693884,1.224521038,0.535709671,0.06060097,-0.151902022,-0.18821369,-0.157649623,-0.301906974,-0.927865,0.143375463,0.307287338,0.17682814,0.098777801,-0.030746472,0.028132655,1.29
84383,-2.408345974,-0.811301018,1.833913717,-1.670520252,0.458600351,-0.194908477,-0.988592149,0.850095246,0.809892895,-1.824368116,1.466301349,1.852243623,0.412857767,0.177676199,0.490972868,-0.539198811,0.088339399,-0.195944774,-0.377885763,-0.316816276,0.186180442,0.492555137,-0.772390347,-0.198234538,0.236895817,-0.752784601,0.147192126,-0.395907822,1
84384,1.116927272,-0.461121436,0.888025329,-0.944424929,-0.736195082,0.453453769,-0.798884184,0.364654794,1.479862168,-1.01410749,1.795356235,1.863103027,0.320836793,0.008229785,1.024658718,-0.859712072,0.139459659,-0.282665032,0.118172609,-0.147571965,0.101051522,0.598304493,0.006361053,-0.249596015,0.339023642,-0.646364504,0.12620164,0.019374784,1
84384,-1.002972961,0.039810329,1.244337074,-0.637773124,-1.185235408,0.411588454,0.432123276,0.588434939,0.095708643,-1.202944366,0.296025227,1.476114644,0.838342388,-0.342420484,-1.883193539,0.469135016,-0.429385862,0.083711334,0.193512701,0.273501367,0.120848818,0.083612011,0.549168871,0.072006675,-0.809742297,0.632257855,-0.061650893,0.124183875,213.18
84384,1.116977794,-0.456130179,0.889457829,-0.945094417,-0.73004639,0.455092957,-0.794209877,0.360740666,1.46943017,-1.016131047,1.807105634,1.899744945,0.389733499,-0.005481513,1.017099568,-0.862943877,0.135522599,-0.29111783,0.117707447,-0.143157718,0.101843667,0.603946976,0.005534089,-0.247709683,0.3413548,-0.646595382,0.126652034,0.019522752,1
84385,-1.00029257,0.411867828,2.517940892,-2.255736072,0.016454733,0.532424339,0.398240649,0.12015835,1.517490081,-0.855520399,1.665758303,0.9679419,-0.628304219,-0.515012778,0.593996133,-0.863648778,-0.258807368,-0.180619632,-0.446282583,0.221934108,-0.039534597,0.585791394,-0.378270538,-0.287069038,0.383730123,-0.766781528,0.159551514,-0.265611364,1
84385,1.116270489,-0.526007789,0.869402822,-0.935721582,-0.816128075,0.432144324,-0.859650168,0.415538462,1.615478135,-0.987801253,1.642614047,1.386758086,-0.574820385,0.18647667,1.122927665,-0.817698614,0.190641444,-0.172778659,0.124219719,-0.204957182,0.090753637,0.524952217,0.017111584,-0.274118332,0.308718596,-0.643363093,0.12034651,0.0174512,1
84385,-1.591533448,-0.843039144,2.395036023,-1.81307957,0.72423557,-0.179690922,-0.753521756,0.625085282,1.087629197,-1.672872827,1.333358073,0.888729811,-1.144896303,0.173895388,0.617234386,-0.66461485,0.013471098,0.003699113,-0.378118441,0.044871351,0.220902098,0.462959535,-0.108155731,-0.300695433,0.347176135,-0.729756979,0.096540168,0.078524754,1
84386,1.188010762,-0.138142429,-0.075438923,-0.853030761,-0.26903413,-0.70648339,0.155344875,-0.109297213,0.810034422,-0.898241059,1.815591172,1.906374354,0.319894754,0.431576506,0.1516256,-1.30575657,0.217076472,-0.391040562,0.671621122,-0.105214933,0.089238482,0.51679619,-0.171702075,0.281092295,0.84515574,-0.553629009,0.050643995,0.003598376,15.95
84386,1.207691921,-1.287229826,0.07351523,-1.366495259,-1.273866912,-0.551908964,-0.599214099,-0.084917703,-2.361008037,1.521987119,1.670431642,-0.160743218,-0.085274124,0.250408003,-0.046832988,-0.694082927,0.749285506,-0.524659042,-0.14661389,-0.148717595,-0.404791724,-1.129695682,0.151815525,0.14497673,0.049462622,-0.539822357,-0.002477339,0.027621335,132.8
84387,1.057766444,0.375110649,0.859310461,2.669343931,-0.603802509,-0.823913356,0.109532738,-0.109660183,-0.607842876,0.69418044,-0.231866033,-0.391530323,-0.89000873,0.465921211,0.596482332,0.595867839,-0.400071882,-0.262462761,-1.262973731,-0.124455151,0.070347202,0.0244009,-0.000752887,0.897880399,0.378524346,-0.015777432,-0.021699009,0.035213542,52.03
84387,-0.87454049,0.307305953,2.458778057,-2.164362321,-0.094659497,0.514852607,0.199717279,0.335443521,1.200953244,-1.371437569,1.530020204,0.977600052,-0.73527418,-0.209788973,0.564192061,-0.752696137,-0.138962057,-0.120759552,-0.418713017,0.011651726,0.039600733,0.570485996,-0.34900726,-0.2867562,0.354397128,-0.742375866,0.217325232,-0.102935773,1
84387,-0.988095895,0.404770624,2.430853558,-2.187033889,-0.07262859,0.530831187,0.221293301,0.275789877,1.205290366,-1.274468904,1.607807167,1.196364391,-0.320398976,-0.327198975,0.525543028,-0.785424428,-0.169030484,-0.178740981,-0.419051336,0.027391849,0.063745343,0.603490507,-0.345342335,-0.276483154,0.356772231,-0.756847862,0.082043224,-0.104040838,1
84387,-1.666818407,-0.631394248,-0.169719444,-2.107410848,0.717902171,4.499669784,1.085568727,0.590020346,-0.841367361,-0.086945877,-0.951250379,-0.515367924,0.114257085,-0.516073054,-0.598824698,-0.4004737,-1.303608445,1.809347849,-2.243770938,-1.139775601,-0.388525493,-0.207204145,-0.122650574,1.001824755,0.430524722,-0.536478612,0.05822585,0.057767813,376.5
84387,-1.476492358,1.599154494,0.625678317,-0.792278832,-0.405191506,-0.487247055,0.008364492,0.915316906,-0.549102763,-0.664633494,0.599730045,1.610791958,1.056872648,0.410441336,-1.159397237,0.454580574,-0.39543681,-0.058424968,0.143276553,0.011666941,-0.096951255,-0.277949226,-0.029650383,0.046191534,-0.065996105,0.301990865,0.161923265,0.102918759,4
84388,-1.793379066,-1.600552929,2.014654992,-1.578921288,1.462127451,-0.703145895,-1.225800953,0.602378387,1.174828557,-1.496249015,1.43472349,1.523832402,-0.130882328,0.026993742,0.413941464,-0.719643917,-0.088614986,-0.090941547,-0.461136766,0.240548039,0.354529354,0.724502947,0.209671995,-0.278672287,-0.29693672,-0.860804445,0.171423137,0.176379014,1
84389,-2.499856893,-2.743623247,1.085741003,-1.016569798,2.998860411,-3.396002035,-1.253175472,-0.13817824,-1.612261259,0.22187239,-0.334534701,-0.004149033,1.309249048,-0.136613085,-0.350548429,0.79929207,0.082074406,-1.574569442,-0.029675909,0.922960623,0.564907609,0.614670163,0.295126306,0.441680008,0.425703906,-0.296707094,-0.04597719,0.173469144,15
84389,-2.036676098,2.026868011,0.164347753,-0.807760309,-0.746079606,-0.570754979,-0.38142843,1.356783981,-0.525366235,-0.576574129,0.474138161,1.782897075,1.118016691,0.657028866,-1.184277454,0.553537878,-0.234734501,-0.037225401,0.107870922,0.033171187,-0.083041122,-0.312915986,0.024447473,0.041617244,0.006507646,0.308450939,0.139399575,0.102374706,1
84389,0.914305523,-0.89644251,1.080981799,0.389646634,-1.438649882,-0.099690972,-0.680147372,0.237300997,1.42175583,-0.502308564,-0.568245659,-0.126754259,-1.773760632,-0.143799559,0.125941344,-0.412668791,0.641734215,-0.962475888,-0.042073492,0.013867796,-0.132241836,-0.439704463,0.06576385,0.446811858,-0.080874079,0.944632278,-0.050360266,0.031389482,127.48
84391,-2.341487751,0.535866696,0.520773574,-0.769658321,0.39276922,-1.051134425,-0.166230099,0.790203676,-0.880994652,-0.889494906,0.586144153,1.417148843,0.829478008,0.614295864,-1.207566389,0.345550403,-0.220453715,-0.117750775,0.252518415,-0.133309783,0.036688532,-0.0747104,-0.691001171,0.159221225,0.60510843,1.020291047,-0.03020789,-0.313758348,14.5
84393,-1.156959994,1.881478736,0.197684825,0.064221192,0.816152315,-0.708749892,1.162367182,-0.208123817,-0.078661782,0.84818721,-1.178632055,-0.205668623,0.312342916,0.103585438,0.512335933,-0.196941379,-0.658802498,-0.007182974,0.115243313,0.429456586,-0.058553996,0.154708924,-0.353258559,-0.456488801,0.383484759,-0.319071786,0.562083602,0.365501681,1.79
84394,1.244962154,1.23373829,-2.064464047,1.199036444,1.726005117,-0.348464707,0.628069675,-0.074543612,-0.758871402,-1.448662815,1.842403083,0.359818088,0.811264843,-3.39267617,0.614505138,1.240047493,2.262285098,1.656057057,-0.472483321,0.034504034,-0.198233324,-0.423577565,-0.345605815,-1.450503375,0.939232531,-0.212417754,0.056702087,0.073320333,0.75
84395,-0.486014559,1.203625672,1.888914854,1.086489929,-0.069562649,-0.814814518,0.668030992,-0.190248372,-0.772916671,-0.135369324,0.028705154,0.39844797,0.737503617,0.151363793,1.276065668,-0.406174276,-0.028198843,-0.244825224,0.734156883,0.063611258,-0.087673421,-0.262328261,-0.043178803,0.692440118,-0.303083053,-0.561505641,0.025100689,0.137112258,1.29
84396,0.365415794,-3.070875865,-1.2957348,-2.519050997,0.165443557,3.750393267,-0.898030054,0.823217428,0.913928044,-0.6725327,-0.63203411,0.541748342,0.270398012,-0.33550834,0.390385324,-1.976348315,0.070875617,1.570360723,0.566310413,0.728633311,-0.275103928,-1.34509623,-0.431095903,1.042062433,0.262735176,-0.125172032,-0.024978295,0.116414902,550.74
84397,-0.782818574,0.480397964,1.397352878,-0.244437787,-1.216715225,-0.167820398,-0.165055615,0.642617982,0.412789672,-0.702839582,0.502442363,0.559100992,-1.177269667,0.171444478,-1.251004959,0.659477793,-0.467068254,0.441804186,-0.462665427,-0.372749848,0.199156303,0.483116281,0.25529429,0.547644307,-1.34071831,0.028694368,-0.015547484,0.142165478,73.85
84397,-0.744036551,1.319000301,1.34527327,-0.098254078,0.345007347,-0.870601455,1.261240908,-0.348937438,-0.645751837,-0.532766084,-0.386214327,0.73684106,1.440808436,-0.142540822,0.003076174,0.163970785,-0.847664348,-0.277795667,-1.065358554,-0.139996056,0.178152941,0.484276286,-0.248345759,0.427481145,0.133272455,-0.573467922,-0.138109819,0.12153471,27.85
84397,1.198919029,0.215989292,0.622204867,0.552467403,-0.502322947,-0.778481031,-0.016974186,-0.08622048,-0.266342893,0.094564372,1.707808083,1.256959024,0.442200289,0.399457097,0.289602305,0.428306508,-0.613520682,-0.143517763,0.091204852,-0.06849481,-0.188130848,-0.575227632,0.144390997,0.537234243,0.167630892,0.063402558,-0.031406319,0.011827107,3.99
84398,1.454952651,-1.056610608,0.264166216,-1.489389278,-1.297291873,-0.493601928,-0.950362134,-0.137938497,-2.170735213,1.593695238,0.999288483,0.012896646,1.134784167,-0.267892464,-0.189671003,-0.181201789,0.1052716,0.637243235,0.079059763,-0.213479149,-0.006697799,0.34668721,-0.154031401,0.026969952,0.561474274,-0.041133244,0.024158632,0.009804019,38.94
84399,-4.881143276,-0.017555147,-0.148524143,2.393249434,-1.743788706,0.905160474,-2.375448718,-0.745253226,0.227215846,-1.369176003,-1.886338102,1.037523504,-0.950206839,0.861294179,-1.225540972,-0.739129021,1.921226552,-0.815503066,1.269051916,-0.590153855,-1.728710653,-0.184404428,0.69757883,0.109419372,0.036011881,-0.385623704,-0.092295987,-0.632716006,26.95
84399,-1.722869598,-0.383556073,0.62226935,-3.973352103,1.594765384,0.191078928,1.924210888,-1.130261862,3.062169388,-0.318185155,0.854555644,0.563373518,-0.722118673,-1.160655367,1.122648483,-2.720725929,0.183509135,-2.401007237,-1.742207365,-0.364598087,-0.125544618,1.264888486,-0.03444505,-0.926861355,-0.341717616,-1.227161358,-1.803652056,-1.026791726,29.09
84399,-0.481812471,0.986524869,1.674437341,-0.095496114,-0.090709548,-0.70368361,0.591482481,0.068220103,-0.670530691,-0.141424205,1.485681218,0.72008849,-0.066407,0.34725804,0.13080516,0.333545739,-0.570517268,0.073715353,0.22665183,0.105562904,-0.161634801,-0.443832206,-0.008192399,0.517025593,-0.250256278,0.04107185,0.261572985,0.113243345,1.79
84400,-0.38693706,0.275210513,1.387436318,-1.385593368,-0.771093652,-0.392201173,-1.347469814,-2.577026485,0.627809438,-1.64855284,-1.071931485,0.31815668,-0.919717999,0.054415363,-0.979554236,0.89507469,-0.48880996,-0.511467439,-1.717153607,0.379724963,-1.238539047,0.447812711,-0.392070833,0.491232569,0.712193819,1.274567729,-0.047344912,0.214019506,14.95
84403,0.783977063,-1.328487464,0.621781181,0.754493265,-1.408501326,0.123327322,-0.578123393,0.109189753,-0.287218124,0.576208813,-0.912934651,-0.546433224,-0.939856265,0.065540198,0.728907943,-1.652975055,0.293934742,1.173580393,-1.541598139,-0.161378768,-0.082711264,-0.170627959,-0.221094876,0.044606152,0.321578528,-0.214731729,0.040635858,0.070388573,251
84406,-1.254139287,-0.293660652,2.922488887,0.528128919,-0.356410715,1.488483941,-0.646869949,0.694156288,1.18324279,-0.864694583,-0.110286151,1.276361747,-0.078348258,-1.241993182,-2.620613284,-0.18288829,-0.188682595,0.255322057,-0.585950743,-0.214813293,0.254544809,1.155413094,-0.28727822,-0.233433161,-0.018058088,-0.285542611,0.12418514,0.154191766,67
84407,-1.653450609,1.107662913,1.290004542,-1.652428818,-0.917199537,-0.385353072,-1.197106185,-2.043484432,0.327109248,-1.801004324,-1.344341317,0.272573794,-0.871400788,0.198725396,-1.164420598,0.894792182,-0.293640061,-0.306717469,-1.503474985,0.392964457,-1.155845343,0.754321133,0.023516666,0.462760482,-0.174679251,1.188998514,0.081967347,0.118302579,0.95
84408,1.236871512,0.17346157,0.09186551,0.575646088,-0.160457463,-0.437177476,-0.113057182,0.053733677,0.309156793,-0.2767466,-0.454782654,-0.696877705,-1.419839648,0.055419599,1.557527653,0.370279177,0.238796889,-0.423445827,-0.409809085,-0.208671606,-0.302942744,-0.920227067,0.134488507,-0.372612281,0.134074624,0.152067523,-0.018139354,0.020168402,1.98
84408,-1.425668137,-0.223976823,2.383973574,0.047124026,0.959366733,-0.52748314,0.242711538,0.068507641,-0.353652164,-0.370448439,0.723666762,0.120298583,-0.555683358,0.064645006,-0.016890476,0.890884579,-1.324762769,0.94829007,-0.868735743,0.257820575,0.238362283,0.392262336,-0.18958281,-0.020860821,0.559676772,-0.437115529,-0.163986372,-0.144548172,53
84408,-0.279840985,1.047815644,0.929168252,-0.124613615,0.352192002,-0.5356241,0.628622648,0.031395541,-0.197141141,-0.481912227,-1.118171391,-0.845839791,-0.659544762,-0.295709846,1.055461493,0.669436999,-0.24288316,0.246770627,0.231147321,0.077735008,-0.330324593,-0.917941123,-0.111647848,-0.544623249,-0.080990928,0.127635634,0.239147935,0.087549202,1.79
84409,-1.225057984,1.713996545,0.825100337,0.04979534,-0.394680939,-0.58134212,0.04751304,-0.313178402,-0.348287827,-0.410331842,0.186584851,0.395989187,0.182426958,-0.130024544,1.071888513,0.102068345,0.620982869,-0.670427704,-0.624409224,-0.075104617,0.558544544,-0.800605947,0.229852077,0.333564311,-0.179068227,0.094610402,0.28637384,0.09962842,13.99
84409,1.12243509,0.055029481,1.109207249,1.680947583,-0.830773706,-0.358069634,-0.228741212,-0.039009959,0.722689053,-0.240506566,-0.635934582,1.14225531,0.59913151,-0.567524927,-1.072427364,-0.661879165,0.2318619,-0.649660264,-0.029156681,-0.106818162,-0.076139329,0.140357479,-0.078239703,0.758519902,0.668485023,-0.311288094,0.061037981,0.032621018,16.99
84411,0.960025237,-0.634943931,-0.771191459,-0.149970844,0.325981743,0.21279719,0.426755879,-0.179655353,0.22019268,-0.419099496,-1.323426361,0.523941656,1.258736255,-0.061927336,0.406362155,-0.243194415,-0.210003108,-0.842929068,0.462564341,0.413777241,-0.014892963,-0.267850792,-0.426092752,-1.192179298,0.61710575,1.213184957,-0.113603404,0.01291128,212
84413,-1.065948647,-3.902049746,-1.313225334,1.232990177,-1.697335305,-0.701088357,1.7554434,-0.551708069,0.237096383,-0.729595782,-0.633654185,-0.131859333,-0.762569268,0.616729852,0.353662727,-0.093230182,0.143121417,-0.39683858,-0.087261294,2.338628291,0.643412585,-0.824771441,-1.153750614,0.51561819,0.066755948,0.962948593,-0.33097604,0.204052752,1228
84414,-2.203785741,1.553474235,0.821292284,-1.673590182,-1.305100276,-0.436330187,-1.535935012,-1.606352969,0.345192176,-1.721702193,-1.469637193,0.438119725,-0.809936099,0.441731531,-1.190189263,0.996442571,-0.135552395,-0.282892311,-1.536811619,0.407615733,-1.145389398,0.728833521,0.130109959,0.455773848,-0.090230291,1.19711772,0.062086768,0.113780308,0.95
84414,-0.962164503,0.37200677,-0.661696959,-2.794542162,1.667266038,3.107618709,-0.636199194,1.223765608,-1.367929022,0.317818649,-0.655810079,-0.393637974,0.264539863,0.289267528,0.409671291,-0.665779684,-0.657701936,1.434101124,-0.933946822,-0.398842634,-0.36306144,-0.883188763,0.005348447,1.006586114,-0.406024943,0.745328361,-0.074650705,0.118229734,10
84415,1.414280271,-0.713925467,1.029675488,-0.825635325,-1.282863712,-0.03112914,-1.277419065,0.036498528,-0.261758256,0.556569368,-0.925878674,-0.384653152,1.512515028,-0.868199565,1.269398218,1.901710001,-0.409498621,-0.482956809,0.411313392,0.185781119,0.390534312,1.146921348,-0.195926584,-0.385584583,0.459520584,0.006608208,0.063393676,0.02648872,9.99
84415,-0.642153929,1.263976671,1.161583122,0.770917598,0.42333922,-0.338998145,0.722934834,-0.110372191,-0.543023062,0.139890234,-0.109769297,0.482294437,0.969541298,0.075990866,1.184501563,-0.697299054,0.020287764,-0.483092357,0.043864886,0.12162101,0.178770647,0.677304967,-0.146443206,0.11554955,-0.259724834,-0.316707616,0.163967895,0.243548542,3.75
84415,1.112326373,0.186504151,0.394000616,1.406277375,-0.092365762,-0.148362161,0.166836665,-0.07432954,0.148850777,-0.164429336,-0.379742891,1.018270089,0.790447151,-0.110435692,-0.19107156,-0.762511857,0.212030344,-1.085032213,-0.382679453,-0.075514981,-0.07461435,0.004167392,-0.097193659,0.12137476,0.684141206,-0.318814225,0.040674635,0.022797504,35.89
84417,0.095267504,-0.143255561,1.230183176,-0.71116404,-0.718118151,-0.098373873,-0.300920622,0.098944669,-1.485413579,0.722054075,1.727123991,0.201539442,0.697550941,-0.140881058,0.52726781,0.581654776,0.52431022,-0.816001814,1.195342732,0.300080041,0.676854527,1.919893817,0.144390566,0.288323564,-1.241792713,-0.120731606,0.285250635,0.241716508,45
84418,1.281808713,0.406032249,0.149864227,0.908045055,0.156827265,-0.381908888,0.202598004,-0.222825842,-0.118020969,-0.049080447,-0.857177521,0.754369752,1.707116582,-0.020262517,0.916120833,0.347085928,-0.866626589,-0.078838679,-0.068838717,-0.003654197,-0.088062151,-0.160200268,-0.146895296,-0.432406456,0.703018602,-0.392084062,0.030238548,0.021324353,9.99
84419,-1.956146003,0.192412203,1.31634638,-0.535682658,-1.430047208,-0.495434473,-0.506061957,0.962896241,-1.657471831,-0.149232285,0.416650274,-0.114018642,-1.155137713,0.905982404,-0.321395383,-0.271086221,-0.49134986,2.276643796,-2.015421057,-0.9172772,-0.038947898,-0.12191226,-0.205358535,0.472481392,0.036229661,-0.521831902,-0.131761219,-0.211867768,116
84420,-0.220406622,-3.210568598,-0.96924967,0.042874052,-1.581704663,-0.272080562,0.711457927,-0.294812317,-1.004149566,0.430753124,0.532171179,0.125612855,-0.583367862,0.55521253,-0.521421214,-1.355532346,0.017658747,1.472446483,-0.309708867,1.159148013,0.074576933,-1.143295024,-0.779954646,0.08208286,0.113288812,1.008628187,-0.235691532,0.12743732,838
84420,1.260972908,-0.036976037,0.498326637,-0.261258623,-0.509747765,-0.494266014,-0.267743718,-0.038161671,0.05021931,-0.065020147,1.300251059,1.181777458,0.813632955,0.165590297,0.497512077,0.665024161,-0.774432694,0.096576478,0.436279532,0.005169175,-0.094735019,-0.263677864,0.034344244,0.085436609,0.154754091,0.904707489,-0.070642042,-0.002246633,3.78
